state,district,crop,year,area,production,yield,annual_rainfall,n_high,n_medium,n_low,p_high,p_medium,p_low,k_high,k_medium,k_low,oc_high,oc_medium,oc_low,ph_alkaline,ph_acidic,ph_neutral,ec_nonsaline,ec_saline
andhra pradesh,vizianagaram,Cotton(lint),2016,14632,31148,2.13,1151.2,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2017,13630,33550,2.46,1080.7,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2018,11485,26016,2.27,1048.8,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2019,12257,5430,0.44,1236.3,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2020,10070,21451,2.13,1191.6,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2021,9228,19279,2.09,1371.1,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Cotton(lint),2022,2039,5892,2.89,1336.7,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,west godavari,Cotton(lint),2012,6000,22000,3.67,1611.9,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2013,5240,13038,2.49,1006.1,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2014,9795,13807,1.41,861.1,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2015,8392,27715,3.3,1054,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2016,4615,14782,3.2,1148.7,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2017,4525,13985,3.09,965,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2018,5235,16989,3.25,1121.4,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2019,4856,2285,0.47,1003.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2020,4770,7792,1.63,1552.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2021,2929,8184,2.79,1258,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Cotton(lint),2022,703934,1546694,2.2,1425.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,alluri sitharama raju,Groundnut,2022,2819,5260,1.87,,3.26,54.11,42.64,45.75,35.52,18.73,25.14,44.99,29.87,27.25,64.48,8.27,0.12,18.93,80.95,99.81,0.19
andhra pradesh,anakapalli,Groundnut,2022,75,232,3.09,,12.1,25.02,62.88,77.89,18.94,3.17,68.33,22.88,8.79,12.98,25.62,61.4,0.62,0.1,99.27,98.99,1.01
andhra pradesh,anantapur,Groundnut,2012,709000,296000,0.42,536,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2013,711145,286591,0.4,501.7,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2014,550794,148714,0.27,437.8,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2015,444657,319708,0.72,709,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2016,608162,140485,0.23,394.2,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2017,402435,412093,1.02,661.2,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2018,474392,150857,0.32,390.8,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2019,371029,277530,0.75,661.8,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2020,481154,227586,0.47,880.3,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2021,497162,77557,0.16,966.6,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,anantapur,Groundnut,2022,176634,80192,0.45,,0.06,11.63,88.31,84.67,13.94,1.39,70.93,27.33,1.74,4,11.8,84.21,0.88,0.02,99.1,99.61,0.39
andhra pradesh,annamayya,Groundnut,2022,27507,36007,1.31,,0.14,12.54,87.31,35.45,50.58,13.97,73.22,25.36,1.41,4.73,27.19,68.09,2.3,0,97.7,99.85,0.15
andhra pradesh,bapatla,Groundnut,2022,899,3051,3.39,,0.31,40.67,59.02,36.02,45.93,18.05,74.92,22.88,2.19,18.21,30.45,51.34,18,0.95,81.05,81.94,18.06
andhra pradesh,chittoor,Groundnut,2012,135000,87000,0.64,1002.5,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2013,143027,142455,1,856,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2014,122578,72811,0.59,600.4,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2015,114394,130867,1.14,1419,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2016,133124,71887,0.54,663.9,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2017,115048,214449,1.86,1139,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2018,99275,89645,0.9,595.6,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2019,95746,165832,1.73,939.3,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2020,122977,127404,1.04,1420.1,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2021,93394,107870,1.15,1471.9,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,chittoor,Groundnut,2022,34308,53418,1.56,1115.3,0.05,21.35,78.6,37.46,35.76,26.78,50.23,28.79,20.98,5.85,30.3,63.85,1.7,0.28,98.02,99.04,0.96
andhra pradesh,east godavari,Groundnut,2013,61,114,1.87,1120.2,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2014,27,44,1.63,635.7,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2015,57,119,2.09,1099,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2016,45,101,2.24,1091.4,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2017,7,18,2.57,962.8,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2019,9,27,3,1192.9,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2020,12,41,3.42,1464.7,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2021,11,35,3.18,1243.5,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2022,280,867,3.1,1328.5,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,east godavari,Groundnut,2018,181,530,2.93,1136.5,0.06,9.98,89.95,0.2,16.53,83.27,5.8,57.71,36.49,18.4,33.7,47.9,0.2,0.08,99.72,99.06,0.94
andhra pradesh,eluru,Groundnut,2022,774,2512,3.25,,0.18,19.35,80.47,64.47,29.74,5.8,50.89,28.47,20.64,23,18.49,58.51,3.43,3.1,93.47,86.47,13.53
andhra pradesh,guntur,Groundnut,2013,510,955,1.87,1161.5,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2014,804,1298,1.61,681.4,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2015,559,1168,2.09,713.6,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2016,698,1572,2.25,965.3,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2017,584,1465,2.51,791.6,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2018,597,1732,2.9,659.7,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2019,390,1190,3.05,939,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2020,434,1568,3.61,1211.7,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2021,328,1427,4.35,1034.3,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2022,16,50,3.13,983.6,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,guntur,Groundnut,2012,7000,13000,1.86,1012.7,0.27,10.32,89.41,88.01,9.06,2.93,66.02,27.49,6.49,96.07,2.73,1.2,3.28,0.08,96.64,83.17,16.83
andhra pradesh,kadapa,Groundnut,2012,44000,11000,0.25,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2013,42251,43307,1.02,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2014,15754,6963,0.44,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2015,28676,36619,1.28,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2016,52015,19558,0.38,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2017,25317,39495,1.56,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2018,8627,4443,0.52,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2019,8332,13156,1.58,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2020,29827,28932,0.97,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2021,23329,18990,0.81,,,,,,,,,,,,,,,,,,
andhra pradesh,kadapa,Groundnut,2022,3651,6203,1.7,,,,,,,,,,,,,,,,,,
andhra pradesh,kakinada,Groundnut,2022,5,15,3,,0.15,61.47,38.38,82.98,13,4.01,47.18,39.95,12.87,17.84,46.86,35.3,2.47,2.44,95.09,96.99,3.01
andhra pradesh,konaseema,Groundnut,2022,37,88,2.38,,0.37,20.33,79.3,14.25,34.01,51.74,59.3,33.76,6.94,35.12,29.15,35.73,0.43,0.01,99.56,97.96,2.04
andhra pradesh,krishna,Groundnut,2012,2000,5000,2.5,1509.6,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2013,2079,4002,1.92,1317.3,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2014,999,2690,2.69,622.9,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2015,1050,3583,3.41,944.8,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2016,926,4085,4.41,1016.9,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2017,1148,3123,2.72,867.7,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2018,1029,4183,4.07,950.9,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2019,870,3611,4.15,997.2,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2020,1079,2487,2.3,1360.1,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2021,992,2622,2.64,1176.8,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,krishna,Groundnut,2022,628,1571,2.5,992.9,0.23,9.01,90.76,22.36,60.85,16.79,14.16,5.44,80.4,27.1,44.45,28.45,1.2,0.01,98.8,97.42,2.58
andhra pradesh,kurnool,Groundnut,2012,119000,88000,0.74,609.3,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2013,150918,136128,0.9,703.4,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2014,94160,67607,0.72,628.9,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2015,73370,66620,0.91,470.4,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2016,113447,99153,0.87,606.2,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2017,85784,121985,1.42,743.8,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2018,89187,42542,0.48,375.3,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2019,79542,125040,1.57,724.1,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2020,93972,95288,1.01,1084,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2021,95529,67921,0.71,751,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,kurnool,Groundnut,2022,43865,44216,1.01,759.1,0.51,15.09,84.4,43.23,51.6,5.17,92.8,6.34,0.87,6.76,26.15,67.09,4.16,0.02,95.82,99.19,0.81
andhra pradesh,nandyal,Groundnut,2022,9763,7391,0.76,,0.04,0.98,98.98,61.17,32.33,6.51,98.72,1.07,0.21,0.51,31.61,67.88,7.85,0.02,92.13,93.26,6.74
andhra pradesh,ntr,Groundnut,2022,30,93,3.1,,0.91,8.75,90.34,29.7,26.12,44.17,78.59,19.21,2.2,1.47,6.34,92.19,1.03,0.1,98.87,93.79,6.21
andhra pradesh,palnadu,Groundnut,2022,23,71,3.09,,1.03,46.45,52.52,23.35,50.53,26.12,88.97,8.62,2.41,25.26,23.99,50.75,4.02,0.07,95.91,98.38,1.62
andhra pradesh,parvathipuram manyam,Groundnut,2022,28,87,3.11,,5.86,28,66.13,49.2,47.78,3.02,68.03,29.06,2.9,2.64,19.86,77.49,0.64,1.21,98.15,99.55,0.45
andhra pradesh,prakasam,Groundnut,2012,3000,5000,1.67,886.4,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2013,3484,6522,1.87,986.2,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2014,2376,3835,1.61,497.1,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2015,2949,9572,3.25,634,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2016,3771,10069,2.67,549.4,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2017,3106,7420,2.39,615.1,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2018,1105,4239,3.84,441.7,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2019,1605,5117,3.19,726,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2020,2421,7483,3.09,960.7,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2021,1693,4392,2.59,832.4,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,prakasam,Groundnut,2022,446,989,2.22,877.9,0.23,3.94,95.83,62.57,27.19,10.24,62.44,32.9,4.66,7.68,15.65,76.67,31.83,0.19,67.97,99.98,0.02
andhra pradesh,spsr nellore,Groundnut,2012,8000,22000,2.75,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2013,10775,31323,2.91,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2014,4707,13297,2.82,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2015,5352,15895,2.97,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2016,12184,31971,2.62,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2017,8208,27940,3.4,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2018,6463,26039,4.03,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2019,5607,23050,4.11,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2020,10636,42916,4.03,,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2021,7161,28379,3.96,1422.2,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,spsr nellore,Groundnut,2022,6239,24089,3.86,1163.6,0.03,5.78,94.19,32.37,35.71,31.92,22.78,33.07,44.15,11.46,24.14,64.39,8.62,1.03,90.35,84.88,15.12
andhra pradesh,sri sathya sai,Groundnut,2022,183385,50431,0.28,,0.04,10,89.96,68.34,28.07,3.59,63.98,33.62,2.4,3.44,15.23,81.33,0.12,0.02,99.86,98.56,1.44
andhra pradesh,srikakulam,Groundnut,2012,7000,8000,1.14,1289.2,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2013,9945,14550,1.46,1421.9,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2014,3874,3882,1,1274.3,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2015,4165,4873,1.17,952.4,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2016,2791,3366,1.21,1099.7,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2017,1808,1985,1.1,1250.5,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2018,2041,2241,1.1,1310.8,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2019,1097,1497,1.36,1336.4,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2020,341,444,1.3,1054.1,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2021,296,316,1.07,1374.2,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
andhra pradesh,srikakulam,Groundnut,2022,157,215,1.37,1185.3,0.06,19.33,80.61,6.51,74.55,18.94,57.67,41.69,0.64,15.42,51.41,33.16,0.09,0.97,98.95,98.95,1.05
