States,Districts,Crop,Year,Area,Production,Yield
Andhra Pradesh,Prakasam,Maize,2012,1000,9000,9
Andhra Pradesh,Prakasam,Maize,2013,3012,13006,4.32
Andhra Pradesh,Prakasam,Maize,2014,1183,4294,3.63
Andhra Pradesh,Prakasam,Maize,2015,415,2329,5.61
Andhra Pradesh,Prakasam,Maize,2016,726,2189,3.02
Andhra Pradesh,Prakasam,Maize,2017,1727,7568,4.38
Andhra Pradesh,Prakasam,Maize,2018,1290,2327,1.8
Andhra Pradesh,Prakasam,Maize,2019,1068,7434,6.96
Andhra Pradesh,Prakasam,Maize,2020,1799,7608,4.23
Andhra Pradesh,Prakasam,Maize,2021,3135,10443,3.33
Andhra Pradesh,Prakasam,Maize,2022,4196,19222,4.58
Andhra Pradesh,Spsr nellore,Maize,2013,286,907,3.17
Andhra Pradesh,Spsr nellore,Maize,2014,132,437,3.31
Andhra Pradesh,Spsr nellore,Maize,2015,78,297,3.81
Andhra Pradesh,Spsr nellore,Maize,2016,102,415,4.07
Andhra Pradesh,Spsr nellore,Maize,2017,82,349,4.26
Andhra Pradesh,Spsr nellore,Maize,2018,254,1086,4.28
Andhra Pradesh,Spsr nellore,Maize,2019,49,183,3.73
Andhra Pradesh,Spsr nellore,Maize,2020,128,456,3.56
Andhra Pradesh,Spsr nellore,Maize,2021,106,421,3.97
Andhra Pradesh,Spsr nellore,Maize,2022,278,940,3.38
Andhra Pradesh,Spsr nellore,Maize,2012,1000,9000,9
Andhra Pradesh,Sri sathya sai,Maize,2022,21373,52706,2.47
Andhra Pradesh,Srikakulam,Maize,2012,6000,23000,3.83
Andhra Pradesh,Srikakulam,Maize,2013,5752,18234,3.17
Andhra Pradesh,Srikakulam,Maize,2014,9103,36330,3.99
Andhra Pradesh,Srikakulam,Maize,2015,10570,44013,4.16
Andhra Pradesh,Srikakulam,Maize,2016,9989,36610,3.67
Andhra Pradesh,Srikakulam,Maize,2017,11430,47412,4.15
Andhra Pradesh,Srikakulam,Maize,2018,14747,67394,4.57
Andhra Pradesh,Srikakulam,Maize,2019,15975,73325,4.59
Andhra Pradesh,Srikakulam,Maize,2020,14955,47377,3.17
Andhra Pradesh,Srikakulam,Maize,2021,14388,42171,2.93
Andhra Pradesh,Srikakulam,Maize,2022,10277,43503,4.23
Andhra Pradesh,Tirupati,Maize,2022,40,159,3.98
Andhra Pradesh,Visakhapatanam,Maize,2012,6000,13000,2.17
Andhra Pradesh,Visakhapatanam,Maize,2013,5988,7820,1.31
Andhra Pradesh,Visakhapatanam,Maize,2014,5894,9224,1.56
Andhra Pradesh,Visakhapatanam,Maize,2015,5310,12176,2.29
Andhra Pradesh,Visakhapatanam,Maize,2016,5559,11101,2
Andhra Pradesh,Visakhapatanam,Maize,2017,5805,10420,1.8
Andhra Pradesh,Visakhapatanam,Maize,2018,5814,16227,2.79
Andhra Pradesh,Visakhapatanam,Maize,2019,4894,16512,3.37
Andhra Pradesh,Visakhapatanam,Maize,2020,4690,14980,3.19
Andhra Pradesh,Visakhapatanam,Maize,2021,3440,11538,3.35
Andhra Pradesh,Visakhapatanam,Maize,2022,30,125,4.17
Andhra Pradesh,Vizianagaram,Maize,2012,10000,40000,4
Andhra Pradesh,Vizianagaram,Maize,2013,13410,40418,3.01
Andhra Pradesh,Vizianagaram,Maize,2014,16616,47705,2.87
Andhra Pradesh,Vizianagaram,Maize,2015,16577,62247,3.76
Andhra Pradesh,Vizianagaram,Maize,2016,17458,81319,4.66
Andhra Pradesh,Vizianagaram,Maize,2017,18027,86061,4.77
Andhra Pradesh,Vizianagaram,Maize,2018,18264,86663,4.75
Andhra Pradesh,Vizianagaram,Maize,2019,18600,99436,5.35
Andhra Pradesh,Vizianagaram,Maize,2020,18386,73673,4.01
Andhra Pradesh,Vizianagaram,Maize,2021,17573,70679,4.02
Andhra Pradesh,Vizianagaram,Maize,2022,12376,52994,4.28
Andhra Pradesh,West godavari,Maize,2012,3000,16000,5.33
Andhra Pradesh,West godavari,Maize,2013,3156,12649,4.01
Andhra Pradesh,West godavari,Maize,2014,2637,15445,5.86
Andhra Pradesh,West godavari,Maize,2015,2759,14187,5.14
Andhra Pradesh,West godavari,Maize,2016,2514,14855,5.91
Andhra Pradesh,West godavari,Maize,2017,2180,10893,5
Andhra Pradesh,West godavari,Maize,2018,1270,7372,5.8
Andhra Pradesh,West godavari,Maize,2019,1922,11497,5.98
Andhra Pradesh,West godavari,Maize,2020,1361,5109,3.75
Andhra Pradesh,West godavari,Maize,2021,514,2706,5.26
Andhra Pradesh,West godavari,Maize,2022,210,2022,9.63
Andhra Pradesh,Alluri sitharama raju,Ragi,2022,14946,15394,1.03
Andhra Pradesh,Anakapalli,Ragi,2022,3,3,1
Andhra Pradesh,Anantapur,Ragi,2012,2000,3000,1.5
Andhra Pradesh,Anantapur,Ragi,2013,2055,3163,1.54
Andhra Pradesh,Anantapur,Ragi,2014,1136,1713,1.51
Andhra Pradesh,Anantapur,Ragi,2015,1214,2651,2.18
Andhra Pradesh,Anantapur,Ragi,2016,1108,2345,2.12
Andhra Pradesh,Anantapur,Ragi,2017,1641,3833,2.34
Andhra Pradesh,Anantapur,Ragi,2018,1055,2095,1.99
Andhra Pradesh,Anantapur,Ragi,2019,1337,2491,1.86
Andhra Pradesh,Anantapur,Ragi,2020,2400,4054,1.69
Andhra Pradesh,Anantapur,Ragi,2021,2505,1548,0.62
Andhra Pradesh,Anantapur,Ragi,2022,40,45,1.13
Andhra Pradesh,Annamayya,Ragi,2022,291,448,1.54
Andhra Pradesh,Bapatla,Ragi,2022,168,154,0.92
Andhra Pradesh,Chittoor,Ragi,2012,6000,6000,1
Andhra Pradesh,Chittoor,Ragi,2013,8006,10512,1.31
Andhra Pradesh,Chittoor,Ragi,2014,4556,3686,0.81
Andhra Pradesh,Chittoor,Ragi,2015,5197,5582,1.07
Andhra Pradesh,Chittoor,Ragi,2016,4333,1738,0.4
Andhra Pradesh,Chittoor,Ragi,2017,5904,7433,1.26
Andhra Pradesh,Chittoor,Ragi,2018,4620,7503,1.62
Andhra Pradesh,Chittoor,Ragi,2019,5066,7847,1.55
Andhra Pradesh,Chittoor,Ragi,2020,5503,6400,1.16
Andhra Pradesh,Chittoor,Ragi,2021,3408,4229,1.24
Andhra Pradesh,Chittoor,Ragi,2022,2238,2771,1.24
Andhra Pradesh,East godavari,Ragi,2012,1000,1000,1
Andhra Pradesh,East godavari,Ragi,2013,1194,1005,0.84
Andhra Pradesh,East godavari,Ragi,2014,406,387,0.95
Andhra Pradesh,East godavari,Ragi,2015,225,191,0.85
Andhra Pradesh,East godavari,Ragi,2016,252,253,1
Andhra Pradesh,East godavari,Ragi,2017,295,291,0.99
Andhra Pradesh,East godavari,Ragi,2018,267,290,1.09
Andhra Pradesh,East godavari,Ragi,2019,139,119,0.86
Andhra Pradesh,East godavari,Ragi,2020,326,379,1.16
Andhra Pradesh,East godavari,Ragi,2021,316,276,0.87
Andhra Pradesh,Eluru,Ragi,2022,1,1,1
Andhra Pradesh,Guntur,Ragi,2013,6,5,0.83
Andhra Pradesh,Guntur,Ragi,2014,400,595,1.49
Andhra Pradesh,Guntur,Ragi,2015,198,92,0.46
Andhra Pradesh,Guntur,Ragi,2016,648,463,0.71
Andhra Pradesh,Guntur,Ragi,2017,371,339,0.91
Andhra Pradesh,Guntur,Ragi,2018,918,764,0.83
Andhra Pradesh,Guntur,Ragi,2019,1175,1406,1.2
Andhra Pradesh,Guntur,Ragi,2020,1954,1694,0.87
Andhra Pradesh,Guntur,Ragi,2021,537,345,0.64
Andhra Pradesh,Kadapa,Ragi,2013,21,29,1.38
Andhra Pradesh,Kadapa,Ragi,2014,11,10,0.91
Andhra Pradesh,Kadapa,Ragi,2015,7,9,1.29
Andhra Pradesh,Kadapa,Ragi,2016,19,14,0.74
Andhra Pradesh,Kadapa,Ragi,2017,16,24,1.5
Andhra Pradesh,Kadapa,Ragi,2018,10,17,1.7
Andhra Pradesh,Kadapa,Ragi,2020,24,32,1.33
Andhra Pradesh,Kadapa,Ragi,2021,6,6,1
Andhra Pradesh,Kadapa,Ragi,2022,3,3,1
Andhra Pradesh,Kadapa,Ragi,2019,57,113,1.98
Andhra Pradesh,Kurnool,Ragi,2020,1,1,1
Andhra Pradesh,Kurnool,Ragi,2021,2,2,1
Andhra Pradesh,Kurnool,Ragi,2022,2,6,3
Andhra Pradesh,Nandyal,Ragi,2022,1,3,3
Andhra Pradesh,Palnadu,Ragi,2022,1,1,1
Andhra Pradesh,Parvathipuram manyam,Ragi,2022,604,792,1.31
Andhra Pradesh,Prakasam,Ragi,2013,120,101,0.84
Andhra Pradesh,Prakasam,Ragi,2014,24,23,0.96
Andhra Pradesh,Prakasam,Ragi,2015,65,55,0.85
Andhra Pradesh,Prakasam,Ragi,2016,3,3,1
Andhra Pradesh,Prakasam,Ragi,2017,31,31,1
Andhra Pradesh,Prakasam,Ragi,2018,29,31,1.07
Andhra Pradesh,Prakasam,Ragi,2019,33,37,1.12
Andhra Pradesh,Prakasam,Ragi,2020,19,20,1.05
Andhra Pradesh,Prakasam,Ragi,2021,54,48,0.89
Andhra Pradesh,Prakasam,Ragi,2022,9,9,1
Andhra Pradesh,Prakasam,Ragi,2012,1000,2000,2
Andhra Pradesh,Spsr nellore,Ragi,2013,66,56,0.85
Andhra Pradesh,Spsr nellore,Ragi,2014,34,32,0.94
Andhra Pradesh,Spsr nellore,Ragi,2015,22,19,0.86
Andhra Pradesh,Spsr nellore,Ragi,2016,101,102,1.01
Andhra Pradesh,Spsr nellore,Ragi,2017,59,58,0.98
Andhra Pradesh,Spsr nellore,Ragi,2018,110,119,1.08
Andhra Pradesh,Spsr nellore,Ragi,2019,22,32,1.45
Andhra Pradesh,Spsr nellore,Ragi,2020,68,81,1.19
Andhra Pradesh,Spsr nellore,Ragi,2021,50,85,1.7
Andhra Pradesh,Spsr nellore,Ragi,2022,31,32,1.03
Andhra Pradesh,Sri sathya sai,Ragi,2022,3661,3756,1.03
Andhra Pradesh,Srikakulam,Ragi,2013,331,333,1.01
Andhra Pradesh,Srikakulam,Ragi,2014,207,277,1.34
Andhra Pradesh,Srikakulam,Ragi,2015,291,373,1.28
Andhra Pradesh,Srikakulam,Ragi,2016,250,409,1.64
Andhra Pradesh,Srikakulam,Ragi,2017,154,247,1.6
Andhra Pradesh,Srikakulam,Ragi,2018,253,322,1.27
Andhra Pradesh,Srikakulam,Ragi,2019,206,270,1.31
Andhra Pradesh,Srikakulam,Ragi,2020,138,157,1.14
Andhra Pradesh,Srikakulam,Ragi,2021,40,69,1.73
Andhra Pradesh,Srikakulam,Ragi,2022,18,19,1.06
Andhra Pradesh,Srikakulam,Ragi,2012,1000,1000,1
Andhra Pradesh,Tirupati,Ragi,2022,8,9,1.13
Andhra Pradesh,Visakhapatanam,Ragi,2012,22000,21000,0.95
Andhra Pradesh,Visakhapatanam,Ragi,2013,22786,19300,0.85
Andhra Pradesh,Visakhapatanam,Ragi,2014,20880,19982,0.96
Andhra Pradesh,Visakhapatanam,Ragi,2015,17955,15082,0.84
Andhra Pradesh,Visakhapatanam,Ragi,2016,19248,19267,1
Andhra Pradesh,Visakhapatanam,Ragi,2017,16731,16681,1
Andhra Pradesh,Visakhapatanam,Ragi,2018,16623,18235,1.1
Andhra Pradesh,Visakhapatanam,Ragi,2019,17859,19859,1.11
Andhra Pradesh,Visakhapatanam,Ragi,2020,16528,17189,1.04
Andhra Pradesh,Visakhapatanam,Ragi,2021,15708,13682,0.87
Andhra Pradesh,Visakhapatanam,Ragi,2022,8,8,1
Andhra Pradesh,Vizianagaram,Ragi,2012,2000,4000,2
Andhra Pradesh,Vizianagaram,Ragi,2013,2230,1708,0.77
Andhra Pradesh,Vizianagaram,Ragi,2014,1488,1244,0.84
Andhra Pradesh,Vizianagaram,Ragi,2015,1627,1440,0.89
Andhra Pradesh,Vizianagaram,Ragi,2016,1583,1505,0.95
Andhra Pradesh,Vizianagaram,Ragi,2017,1809,1530,0.85
Andhra Pradesh,Vizianagaram,Ragi,2018,1026,855,0.83
Andhra Pradesh,Vizianagaram,Ragi,2019,998,1258,1.26
Andhra Pradesh,Vizianagaram,Ragi,2020,908,1299,1.43
Andhra Pradesh,Vizianagaram,Ragi,2021,506,526,1.04
Andhra Pradesh,Vizianagaram,Ragi,2022,32,33,1.03
Andhra Pradesh,West godavari,Ragi,2013,206,173,0.84
Andhra Pradesh,West godavari,Ragi,2016,2,2,1
Andhra Pradesh,West godavari,Ragi,2012,38000,41000,1.08
Andhra Pradesh,West godavari,Ragi,2014,33440,34400,1.03
Andhra Pradesh,West godavari,Ragi,2015,31172,33974,1.09
Andhra Pradesh,West godavari,Ragi,2017,34450,43989,1.28
Andhra Pradesh,West godavari,Ragi,2018,32142,43320,1.35
Andhra Pradesh,West godavari,Ragi,2019,33553,44298,1.32
Andhra Pradesh,West godavari,Ragi,2020,33036,39548,1.2
Andhra Pradesh,West godavari,Ragi,2021,30073,31203,1.04
Andhra Pradesh,West godavari,Ragi,2022,26981,32489,1.2
Andhra Pradesh,Alluri sitharama raju,Rice,2022,56605,169077,2.99
Andhra Pradesh,Anakapalli,Rice,2022,58204,182929,3.14
Andhra Pradesh,Anantapur,Rice,2012,22000,58000,2.64
Andhra Pradesh,Anantapur,Rice,2013,28114,59377,2.11
Andhra Pradesh,Anantapur,Rice,2014,22658,68155,3.01
Andhra Pradesh,Anantapur,Rice,2015,20033,61012,3.05
Andhra Pradesh,Anantapur,Rice,2016,17983,44138,2.45
Andhra Pradesh,Anantapur,Rice,2017,12293,30831,2.51
Andhra Pradesh,Anantapur,Rice,2018,21938,58673,2.67
Andhra Pradesh,Anantapur,Rice,2019,18209,65726,3.61
Andhra Pradesh,Anantapur,Rice,2020,20037,54581,2.72
Andhra Pradesh,Anantapur,Rice,2021,23267,48411,2.08
Andhra Pradesh,Anantapur,Rice,2022,21151,78103,3.69
Andhra Pradesh,Annamayya,Rice,2022,11171,36351,3.25
Andhra Pradesh,Bapatla,Rice,2022,99437,412133,4.14
Andhra Pradesh,Chittoor,Rice,2012,13000,45000,3.46
Andhra Pradesh,Chittoor,Rice,2013,15206,48766,3.21
Andhra Pradesh,Chittoor,Rice,2014,13304,44462,3.34
Andhra Pradesh,Chittoor,Rice,2015,9476,32587,3.44
Andhra Pradesh,Chittoor,Rice,2016,22905,78527,3.43
Andhra Pradesh,Chittoor,Rice,2017,15061,53768,3.57
Andhra Pradesh,Chittoor,Rice,2018,17422,64122,3.68
Andhra Pradesh,Chittoor,Rice,2019,10664,42981,4.03
Andhra Pradesh,Chittoor,Rice,2020,29724,108006,3.63
Andhra Pradesh,Chittoor,Rice,2021,38721,135704,3.5
Andhra Pradesh,Chittoor,Rice,2022,12287,36828,3
Andhra Pradesh,East godavari,Rice,2012,232000,356000,1.53
Andhra Pradesh,East godavari,Rice,2013,235159,434104,1.85
Andhra Pradesh,East godavari,Rice,2014,226072,681833,3.02
Andhra Pradesh,East godavari,Rice,2015,227836,696471,3.06
Andhra Pradesh,East godavari,Rice,2016,220489,737644,3.35
Andhra Pradesh,East godavari,Rice,2017,225683,771836,3.42
Andhra Pradesh,East godavari,Rice,2018,222214,830017,3.74
Andhra Pradesh,East godavari,Rice,2019,221042,744209,3.37
Andhra Pradesh,East godavari,Rice,2020,220431,498020,2.26
Andhra Pradesh,East godavari,Rice,2021,229825,533960,2.32
Andhra Pradesh,East godavari,Rice,2022,76252,279665,3.67
Andhra Pradesh,Eluru,Rice,2022,89222,359679,4.03
Andhra Pradesh,Guntur,Rice,2012,175000,608000,3.47
Andhra Pradesh,Guntur,Rice,2013,280060,912716,3.26
Andhra Pradesh,Guntur,Rice,2014,255607,1000190,3.91
Andhra Pradesh,Guntur,Rice,2015,160608,465820,2.9
Andhra Pradesh,Guntur,Rice,2016,163747,685336,4.19
Andhra Pradesh,Guntur,Rice,2017,183828,766563,4.17
Andhra Pradesh,Guntur,Rice,2018,216433,857796,3.96
Andhra Pradesh,Guntur,Rice,2019,220272,877858,3.99
Andhra Pradesh,Guntur,Rice,2020,213628,668086,3.13
Andhra Pradesh,Guntur,Rice,2021,222643,653977,2.94
Andhra Pradesh,Guntur,Rice,2022,61705,258966,4.2
Andhra Pradesh,Kadapa,Rice,2012,24000,62000,2.58
Andhra Pradesh,Kadapa,Rice,2013,51753,148842,2.88
Andhra Pradesh,Kadapa,Rice,2014,42124,155648,3.69
Andhra Pradesh,Kadapa,Rice,2015,18625,50337,2.7
Andhra Pradesh,Kadapa,Rice,2016,44388,146747,3.31
Andhra Pradesh,Kadapa,Rice,2017,30717,70496,2.3
Andhra Pradesh,Kadapa,Rice,2018,39041,126779,3.25
Andhra Pradesh,Kadapa,Rice,2019,32647,99769,3.06
Andhra Pradesh,Kadapa,Rice,2020,36780,70201,1.91
Andhra Pradesh,Kadapa,Rice,2021,52146,87223,1.67
Andhra Pradesh,Kadapa,Rice,2022,27616,88721,3.21
Andhra Pradesh,Kakinada,Rice,2022,89585,283866,3.17
Andhra Pradesh,Konaseema,Rice,2022,56241,173335,3.08
Andhra Pradesh,Krishna,Rice,2012,253000,908000,3.59
Andhra Pradesh,Krishna,Rice,2013,264371,773285,2.92
Andhra Pradesh,Krishna,Rice,2014,235212,788901,3.35
Andhra Pradesh,Krishna,Rice,2015,210818,707083,3.35
Andhra Pradesh,Krishna,Rice,2016,215895,833499,3.86
Andhra Pradesh,Krishna,Rice,2017,235984,930721,3.94
Andhra Pradesh,Krishna,Rice,2018,245815,1022427,4.16
Andhra Pradesh,Krishna,Rice,2019,243863,945538,3.88
Andhra Pradesh,Krishna,Rice,2020,250926,812833,3.24
Andhra Pradesh,Krishna,Rice,2021,247769,846875,3.42
Andhra Pradesh,Krishna,Rice,2022,162774,646104,3.97
Andhra Pradesh,Kurnool,Rice,2012,72000,277000,3.85
Andhra Pradesh,Kurnool,Rice,2013,92596,340383,3.68
Andhra Pradesh,Kurnool,Rice,2014,91569,361514,3.95
Andhra Pradesh,Kurnool,Rice,2015,46316,145993,3.15
Andhra Pradesh,Kurnool,Rice,2016,79264,322068,4.06
Andhra Pradesh,Kurnool,Rice,2017,59592,206963,3.47
Andhra Pradesh,Kurnool,Rice,2018,88858,346199,3.9
Andhra Pradesh,Kurnool,Rice,2019,82759,329605,3.98
Andhra Pradesh,Kurnool,Rice,2020,83979,247240,2.94
Andhra Pradesh,Kurnool,Rice,2021,85481,265761,3.11
Andhra Pradesh,Kurnool,Rice,2022,11676,39426,3.38
Andhra Pradesh,Nandyal,Rice,2022,64432,250121,3.88
Andhra Pradesh,Ntr,Rice,2022,46135,180573,3.91
Andhra Pradesh,Palnadu,Rice,2022,38621,144751,3.75
Andhra Pradesh,Parvathipuram manyam,Rice,2022,71419,237456,3.32
Andhra Pradesh,Prakasam,Rice,2012,18000,64000,3.56
Andhra Pradesh,Prakasam,Rice,2013,58034,213391,3.68
Andhra Pradesh,Prakasam,Rice,2014,31764,121783,3.83
Andhra Pradesh,Prakasam,Rice,2015,14187,61438,4.33
Andhra Pradesh,Prakasam,Rice,2016,19297,64177,3.33
Andhra Pradesh,Prakasam,Rice,2017,27547,107543,3.9
Andhra Pradesh,Prakasam,Rice,2018,27778,102036,3.67
Andhra Pradesh,Prakasam,Rice,2019,29872,111711,3.74
Andhra Pradesh,Prakasam,Rice,2020,26622,90446,3.4
Andhra Pradesh,Prakasam,Rice,2021,33260,102419,3.08
Andhra Pradesh,Prakasam,Rice,2022,12432,41051,3.3
Andhra Pradesh,Spsr nellore,Rice,2012,54000,214000,3.96
Andhra Pradesh,Spsr nellore,Rice,2013,32241,115455,3.58
Andhra Pradesh,Spsr nellore,Rice,2014,62232,232561,3.74
Andhra Pradesh,Spsr nellore,Rice,2015,30413,110683,3.64
Andhra Pradesh,Spsr nellore,Rice,2016,73827,287991,3.9
Andhra Pradesh,Spsr nellore,Rice,2017,21184,81029,3.83
Andhra Pradesh,Spsr nellore,Rice,2018,26638,94011,3.53
Andhra Pradesh,Spsr nellore,Rice,2019,16680,64015,3.84
Andhra Pradesh,Spsr nellore,Rice,2020,88911,320079,3.6
Andhra Pradesh,Spsr nellore,Rice,2021,52223,196602,3.76
Andhra Pradesh,Spsr nellore,Rice,2022,24534,94995,3.87
Andhra Pradesh,Sri sathya sai,Rice,2022,4317,11187,2.59
Andhra Pradesh,Srikakulam,Rice,2012,206000,521000,2.53
Andhra Pradesh,Srikakulam,Rice,2013,199717,347108,1.74
Andhra Pradesh,Srikakulam,Rice,2014,205485,434806,2.12
Andhra Pradesh,Srikakulam,Rice,2015,204003,470320,2.31
Andhra Pradesh,Srikakulam,Rice,2016,203411,605174,2.98
Andhra Pradesh,Srikakulam,Rice,2017,210682,531129,2.52
Andhra Pradesh,Srikakulam,Rice,2018,209426,431177,2.06
Andhra Pradesh,Srikakulam,Rice,2019,209640,594503,2.84
Andhra Pradesh,Srikakulam,Rice,2020,195124,504643,2.59
Andhra Pradesh,Srikakulam,Rice,2021,197038,514680,2.61
Andhra Pradesh,Srikakulam,Rice,2022,151116,473679,3.13
Andhra Pradesh,Tirupati,Rice,2022,21884,85187,3.89
Andhra Pradesh,Visakhapatanam,Rice,2012,99000,142000,1.43
Andhra Pradesh,Visakhapatanam,Rice,2013,98637,171530,1.74
Andhra Pradesh,Visakhapatanam,Rice,2014,98190,159755,1.63
Andhra Pradesh,Visakhapatanam,Rice,2015,103090,219339,2.13
Andhra Pradesh,Visakhapatanam,Rice,2016,105460,237203,2.25
Andhra Pradesh,Visakhapatanam,Rice,2017,104922,218972,2.09
Andhra Pradesh,Visakhapatanam,Rice,2018,99900,168397,1.69
Andhra Pradesh,Visakhapatanam,Rice,2019,96998,230642,2.38
Andhra Pradesh,Visakhapatanam,Rice,2020,102722,249848,2.43
Andhra Pradesh,Visakhapatanam,Rice,2021,98935,244463,2.47
Andhra Pradesh,Visakhapatanam,Rice,2022,5008,16831,3.36
Andhra Pradesh,Vizianagaram,Rice,2012,119000,307000,2.58
Andhra Pradesh,Vizianagaram,Rice,2013,109271,270446,2.48
Andhra Pradesh,Vizianagaram,Rice,2014,119229,314526,2.64
Andhra Pradesh,Vizianagaram,Rice,2015,124275,366590,2.95
Andhra Pradesh,Vizianagaram,Rice,2016,122205,371142,3.04
Andhra Pradesh,Vizianagaram,Rice,2017,122675,364590,2.97
Andhra Pradesh,Vizianagaram,Rice,2018,121499,284061,2.34
Andhra Pradesh,Vizianagaram,Rice,2019,119381,384713,3.22
Andhra Pradesh,Vizianagaram,Rice,2020,108497,310379,2.86
Andhra Pradesh,Vizianagaram,Rice,2021,127872,374275,2.93
Andhra Pradesh,Vizianagaram,Rice,2022,93643,339003,3.62
Andhra Pradesh,West godavari,Rice,2012,243000,483000,1.99
Andhra Pradesh,West godavari,Rice,2013,240396,521419,2.17
Andhra Pradesh,West godavari,Rice,2014,231475,733313,3.17
Andhra Pradesh,West godavari,Rice,2015,229204,727885,3.18
Andhra Pradesh,West godavari,Rice,2016,230785,820044,3.55
Andhra Pradesh,West godavari,Rice,2017,226760,807492,3.56
Andhra Pradesh,West godavari,Rice,2018,226925,857555,3.78
Andhra Pradesh,West godavari,Rice,2019,224398,850763,3.79
Andhra Pradesh,West godavari,Rice,2020,223249,572064,2.56
Andhra Pradesh,West godavari,Rice,2021,221874,675091,3.04
Andhra Pradesh,West godavari,Rice,2022,84891,283083,3.33
Karnataka,Bagalkot,Cotton(lint),2012,477,909,1.91
Karnataka,Bagalkot,Cotton(lint),2013,606,1795,2.96
Karnataka,Bagalkot,Cotton(lint),2014,3299,8996,2.73
Karnataka,Bagalkot,Cotton(lint),2015,1618,6401,3.96
Karnataka,Bagalkot,Cotton(lint),2016,794,1664,2.1
Karnataka,Bagalkot,Cotton(lint),2017,1389,4859,3.5
Karnataka,Bagalkot,Cotton(lint),2018,1006,1973,1.96
Karnataka,Bagalkot,Cotton(lint),2019,1052,3039,2.89
Karnataka,Bagalkot,Cotton(lint),2020,2433,6998,2.88
Karnataka,Bagalkot,Cotton(lint),2021,1606,4743,2.95
Karnataka,Bagalkot,Cotton(lint),2022,2536,8280,3.26
Karnataka,Bangalore rural,Cotton(lint),2013,2,6,3
Karnataka,Bangalore rural,Cotton(lint),2015,2,4,2
Karnataka,Bangalore rural,Cotton(lint),2018,3,6,2
Karnataka,Bangalore rural,Cotton(lint),2019,2,6,3
Karnataka,Bangalore rural,Cotton(lint),2020,2,6,3
Karnataka,Bangalore rural,Cotton(lint),2021,1,3,3
Karnataka,Bangalore rural,Cotton(lint),2022,2,6,3
Karnataka,Belgaum,Cotton(lint),2012,22513,41389,1.84
Karnataka,Belgaum,Cotton(lint),2013,29844,83384,2.79
Karnataka,Belgaum,Cotton(lint),2014,39811,108785,2.73
Karnataka,Belgaum,Cotton(lint),2015,39429,58828,1.49
Karnataka,Belgaum,Cotton(lint),2016,54634,145320,2.66
Karnataka,Belgaum,Cotton(lint),2017,30997,101675,3.28
Karnataka,Belgaum,Cotton(lint),2018,63580,167339,2.63
Karnataka,Belgaum,Cotton(lint),2019,42272,92597,2.19
Karnataka,Belgaum,Cotton(lint),2020,39046,95088,2.44
Karnataka,Belgaum,Cotton(lint),2021,22435,54768,2.44
Karnataka,Belgaum,Cotton(lint),2022,30394,69012,2.27
Karnataka,Bellary,Cotton(lint),2012,62710,171708,2.74
Karnataka,Bellary,Cotton(lint),2013,72108,184949,2.56
Karnataka,Bellary,Cotton(lint),2014,78646,242150,3.08
Karnataka,Bellary,Cotton(lint),2015,65890,142491,2.16
Karnataka,Bellary,Cotton(lint),2016,48032,133665,2.78
Karnataka,Bellary,Cotton(lint),2017,58997,198794,3.37
Karnataka,Bellary,Cotton(lint),2018,45465,119916,2.64
Karnataka,Bellary,Cotton(lint),2019,55927,171886,3.07
Karnataka,Bellary,Cotton(lint),2020,49105,167246,3.41
Karnataka,Bellary,Cotton(lint),2021,32812,98823,3.01
Karnataka,Bellary,Cotton(lint),2022,34739,121791,3.51
Karnataka,Bengaluru urban,Cotton(lint),2018,14,27,1.93
Karnataka,Bengaluru urban,Cotton(lint),2019,3,9,3
Karnataka,Bengaluru urban,Cotton(lint),2022,2,6,3
Karnataka,Bidar,Cotton(lint),2012,549,1261,2.3
Karnataka,Bidar,Cotton(lint),2013,319,945,2.96
Karnataka,Bidar,Cotton(lint),2014,291,794,2.73
Karnataka,Bidar,Cotton(lint),2015,283,520,1.84
Karnataka,Bidar,Cotton(lint),2016,51,107,2.1
Karnataka,Bidar,Cotton(lint),2017,490,1714,3.5
Karnataka,Bidar,Cotton(lint),2018,446,875,1.96
Karnataka,Bidar,Cotton(lint),2019,3087,8918,2.89
Karnataka,Bidar,Cotton(lint),2020,3396,9768,2.88
Karnataka,Bidar,Cotton(lint),2021,2560,7559,2.95
Karnataka,Bidar,Cotton(lint),2022,3543,8107,2.29
Karnataka,Bijapur,Cotton(lint),2012,11247,25893,2.3
Karnataka,Bijapur,Cotton(lint),2013,9881,23301,2.36
Karnataka,Bijapur,Cotton(lint),2014,14303,32450,2.27
Karnataka,Bijapur,Cotton(lint),2015,7578,11264,1.49
Karnataka,Bijapur,Cotton(lint),2016,10272,27322,2.66
Karnataka,Bijapur,Cotton(lint),2017,12003,32262,2.69
Karnataka,Bijapur,Cotton(lint),2018,34297,59029,1.72
Karnataka,Bijapur,Cotton(lint),2019,50936,104459,2.05
Karnataka,Bijapur,Cotton(lint),2020,46446,98356,2.12
Karnataka,Bijapur,Cotton(lint),2021,35046,99159,2.83
Karnataka,Bijapur,Cotton(lint),2022,83073,246775,2.97
Karnataka,Chamarajanagar,Cotton(lint),2012,7319,6298,0.86
Karnataka,Chamarajanagar,Cotton(lint),2013,10166,30108,2.96
Karnataka,Chamarajanagar,Cotton(lint),2014,15063,17592,1.17
